TreeID,TreePosX,TreePosY,TreePosZ,TreeHeight(metre),DBH(metre),CrownDiameter(metre),CrownDiameter(S-N)(metre),CrownDiameter(E-W)(metre),CrownArea(square metre),CrownVolume(cubic metre),OldID
1811,230750.835,454430.224,0.866,23.1,0.642,8.9,9.6,9.8,62.5,564.0,9212
1812,230816.842,454357.817,0.855,24.3,0.399,7.0,5.5,8.8,38.2,270.5,9015
1813,230803.462,454376.032,0.861,25.1,0.563,10.0,11.0,10.1,78.6,544.4,9004
1814,230804.523,454427.662,0.870,19.2,0.484,8.0,8.7,8.5,50.3,314.6,9199
1815,230766.686,454319.878,0.868,24.9,0.410,5.8,5.9,6.9,26.0,147.0,9044
1816,230763.349,454298.010,0.857,25.1,0.500,7.7,6.6,9.0,47.2,361.7,9019
1817,230796.210,454431.961,0.860,27.3,0.660,7.9,7.6,8.3,49.4,411.7,9214
1818,230790.963,454439.821,0.834,22.6,0.498,6.5,6.8,5.8,33.4,234.1,9253
1819,230797.297,454357.330,0.860,25.0,0.514,7.0,7.4,7.4,37.9,310.2,8982
1820,230777.708,454300.848,0.858,24.8,0.476,5.7,5.7,6.5,25.6,167.9,9028
1821,230825.692,454409.709,0.860,19.9,0.441,7.4,6.8,8.0,43.1,241.3,9217
1822,230803.925,454351.504,0.855,24.2,0.442,6.2,6.2,6.6,30.7,209.9,9034
1823,230789.584,454299.758,0.889,19.5,0.542,8.1,7.8,9.2,51.5,297.0,9022
1824,230765.063,454398.914,0.884,25.0,0.671,10.7,10.7,12.1,90.7,600.2,9211
1825,230825.599,454434.729,0.881,24.4,0.775,10.1,9.9,11.0,80.7,843.8,9202
1826,230784.356,454301.186,0.887,21.7,0.489,9.4,11.2,8.5,69.1,371.2,9042
1827,230842.484,454466.266,0.859,25.7,0.512,7.8,7.4,9.2,48.2,362.0,9280
1828,230761.540,454392.788,0.891,22.1,0.572,8.3,8.0,8.9,53.6,453.2,9258
1829,230821.764,454290.543,0.818,25.5,0.617,8.5,6.7,11.1,56.2,423.0,8995
1830,230826.858,454329.601,0.856,27.9,0.517,7.1,7.0,7.7,40.0,276.5,9151
1831,230802.716,454386.649,0.849,27.0,0.602,8.1,7.6,9.1,51.6,381.7,9250
1832,230801.540,454450.998,0.853,25.9,0.895,11.3,10.8,12.8,100.1,1127.8,9185
1833,230763.802,454321.207,0.881,27.2,0.439,4.9,4.5,5.8,18.8,125.7,9049
1834,230791.371,454443.904,0.857,24.3,0.562,8.1,7.5,8.3,51.8,391.2,9243
1835,230777.648,454465.365,0.864,25.7,0.579,8.6,8.6,9.2,58.7,596.0,9228
1836,230842.530,454458.538,0.847,26.0,0.567,7.3,6.3,8.6,42.3,353.2,9181
1837,230760.124,454400.046,0.859,23.0,0.633,7.5,7.5,7.6,44.6,270.5,9288
1838,230773.953,454383.107,0.850,25.1,0.595,9.2,8.7,10.5,66.8,519.3,9276
1839,230754.568,454304.161,0.877,22.9,0.576,7.3,7.3,8.2,42.2,305.8,8998
1840,230772.556,454440.651,0.858,21.0,0.569,8.4,7.8,9.6,55.9,399.4,9245
1841,230808.734,454450.393,0.878,23.0,0.511,6.8,7.5,6.9,36.6,206.0,9262
1842,230768.185,454437.865,0.849,19.8,0.472,6.7,6.0,7.5,35.2,313.3,9194
1843,230761.591,454463.808,0.864,25.2,0.747,10.3,10.2,10.2,82.7,732.4,9198
1844,230824.473,454404.274,0.937,28.5,0.791,9.5,8.4,11.3,70.9,685.9,9277
1845,230841.011,454470.970,0.834,24.6,0.467,6.7,6.8,7.3,35.2,269.2,9230
1846,230821.402,454464.169,0.895,24.3,0.541,8.2,8.6,8.6,53.0,431.7,9222
1847,230777.752,454381.204,0.855,26.6,0.475,8.0,6.9,8.7,50.0,376.0,9296
1848,230816.694,454399.194,0.840,24.2,0.563,8.6,8.9,9.5,58.4,434.2,9346
1849,230746.364,454327.463,0.841,22.8,0.536,6.6,6.5,7.6,34.4,303.4,9007
1850,230787.173,454399.258,0.854,23.5,0.569,7.0,6.8,7.5,38.1,275.5,9263
1851,230786.225,454404.108,0.868,24.6,0.560,9.3,9.9,8.9,68.1,552.0,9304
1852,230785.547,454440.602,0.841,20.3,0.541,8.3,7.9,9.1,53.5,359.3,9260
1853,230806.934,454475.076,0.854,23.2,0.592,11.2,10.4,11.8,97.7,782.3,9200
1854,230763.561,454455.046,0.864,23.8,0.530,6.8,6.5,7.7,35.9,305.9,9283
1855,230761.607,454457.575,0.849,24.7,0.605,7.6,7.4,8.3,45.1,376.2,9236
1856,230779.627,454445.215,0.853,25.2,0.584,9.2,9.3,9.6,66.5,574.9,9226
1857,230806.206,454414.362,0.857,15.8,0.279,4.8,4.3,5.8,18.0,110.5,9315
1858,230761.083,454444.054,0.860,15.6,0.354,6.0,7.4,5.9,28.3,156.4,9356
1859,230834.404,454369.297,0.865,24.3,0.485,8.0,9.1,8.8,50.6,407.3,9032
1860,230776.304,454471.593,0.856,25.6,0.480,8.2,8.1,8.2,52.3,503.7,9314
1861,230747.641,454465.099,0.865,16.2,0.223,3.9,3.9,3.9,11.7,67.2,9382
1862,230805.499,454392.994,0.878,26.6,0.630,8.0,7.7,8.8,50.0,373.5,9298
1863,230824.023,454461.952,0.850,25.8,0.547,7.8,6.8,9.8,47.8,338.5,9248
1864,230760.058,454381.426,0.858,22.2,0.487,7.7,6.8,9.1,46.7,393.6,9324
1865,230784.034,454422.992,0.852,21.5,0.563,9.5,9.7,10.0,70.2,580.6,9247
1866,230744.631,454412.519,0.833,22.1,0.636,8.9,9.3,9.1,62.2,568.2,9242
1867,230815.433,454392.871,0.873,8.9,0.288,4.1,4.1,4.3,12.9,52.5,9361
1868,230824.351,454410.211,0.896,11.9,0.350,6.7,7.5,6.8,35.4,188.3,9372
1869,230776.478,454320.150,0.459,12.7,0.202,7.6,6.5,9.6,45.1,187.5,9166
1870,230819.050,454412.591,0.462,8.4,0.109,6.0,4.7,8.3,28.5,99.8,9317
1871,230815.480,454468.823,0.928,10.1,0.315,6.3,6.6,7.3,31.4,144.0,9564
1872,230752.270,454419.246,0.848,20.3,0.552,7.7,7.6,8.4,46.5,327.5,9299
1873,230752.002,454450.240,0.833,16.7,0.386,6.9,6.8,6.9,37.4,296.6,9284
1874,230789.825,454476.897,0.841,20.5,0.446,7.1,6.6,7.8,39.4,288.2,9325
1875,230744.181,454385.965,0.831,5.2,0.216,1.3,2.1,1.3,1.3,1.6,9261
1876,230804.284,454415.760,0.864,20.8,0.482,7.1,6.9,7.8,39.1,248.2,9254
1877,230764.919,454424.887,0.852,26.2,0.586,7.2,6.6,8.8,40.7,411.6,9560
1878,230814.181,454469.766,0.878,10.2,0.326,7.6,8.4,8.7,45.9,233.4,9567
1879,230802.118,454441.741,0.848,21.9,0.635,9.1,8.8,9.5,64.6,497.5,9235
1880,230747.023,454405.964,0.874,19.4,0.561,8.4,8.3,8.8,56.0,324.0,9321
1881,230771.648,454557.188,0.850,25.1,0.571,9.5,9.1,11.2,70.2,578.9,9714
1882,230818.632,454476.658,0.863,23.7,0.555,7.1,6.9,7.9,39.2,280.2,9310
1883,230780.864,454460.337,0.859,23.3,0.499,8.4,8.0,9.8,55.4,407.1,9285
1884,230784.690,454414.908,0.900,9.3,0.270,3.2,3.5,3.3,8.2,40.0,9394
1885,230812.796,454389.830,0.845,26.6,0.644,9.4,10.3,10.7,68.7,534.3,9265
1886,230754.022,454432.835,0.907,24.6,0.534,8.8,8.5,9.9,60.5,444.1,9282
1887,230822.443,454429.334,1.314,7.7,0.098,4.0,5.1,3.1,12.7,31.6,9586
1888,230772.084,454578.729,0.855,23.5,0.796,10.4,9.8,11.4,84.9,787.0,9675
1889,230788.219,454435.301,0.849,24.3,0.540,7.1,7.3,7.3,39.3,282.0,9255
1890,230824.012,454384.168,0.828,14.7,0.358,5.4,5.3,5.5,22.6,139.3,9374
1891,230748.975,454557.665,0.867,20.7,0.483,8.6,8.0,10.2,58.4,542.4,9754
1892,230816.086,454385.568,0.848,11.7,0.329,5.2,5.1,5.9,21.2,100.0,9388
1893,230809.422,454451.284,0.853,24.2,0.482,7.0,6.9,7.3,38.3,256.6,9295
1894,230808.117,454401.440,0.860,4.4,0.224,0.8,1.0,0.9,0.5,0.6,9546
1895,230750.556,454465.649,0.873,23.2,0.456,6.5,6.8,7.3,33.3,227.7,9281
1896,230806.326,454407.346,0.910,25.8,0.598,7.9,8.0,8.7,48.9,441.3,9293
1897,230827.306,454417.893,0.428,3.3,0.288,7.6,9.2,7.7,45.9,59.3,9623
1898,230759.828,454486.923,0.877,29.0,0.763,12.0,10.7,14.2,113.1,1169.9,9684
1899,230816.109,454447.395,0.846,24.1,0.538,7.6,6.6,8.4,45.7,405.5,9269
1900,230822.472,454429.872,1.282,8.0,0.105,3.4,4.9,3.0,9.3,21.0,9413
1901,230794.955,454482.169,0.854,25.1,0.516,7.4,7.1,8.4,42.6,386.9,9786
1902,230809.604,454401.320,0.878,26.7,0.671,6.8,7.0,6.7,36.4,282.8,9588
1903,230760.395,454406.138,0.865,23.0,0.552,10.5,12.7,13.3,86.4,642.8,9303
1904,230802.467,454411.134,1.054,9.1,0.471,4.8,5.0,5.4,17.8,48.1,9653
1905,230746.029,454456.593,0.854,19.1,0.319,4.3,4.2,4.5,14.3,104.1,9336
1906,230832.137,454382.072,0.877,26.1,0.502,7.5,7.8,8.4,44.5,372.5,9333
1907,230792.197,454414.463,1.048,3.4,0.882,2.4,3.1,2.2,4.6,8.9,9645
1908,230816.439,454493.440,0.811,23.2,0.636,7.0,6.4,7.4,38.2,315.5,9696
1909,230757.173,454379.153,0.931,26.3,0.636,8.0,7.6,9.0,49.7,374.2,9270
1910,230794.155,454463.087,0.860,14.1,0.275,4.3,4.1,4.8,14.2,87.2,9570
1911,230822.453,454564.996,0.854,23.4,0.441,6.4,5.8,7.5,32.2,201.2,9788
1912,230765.787,454386.469,0.889,10.4,0.667,4.0,3.9,5.2,12.8,30.9,9612
1913,230749.489,454460.412,0.854,11.7,0.255,3.9,3.9,4.0,12.0,56.6,9366
1914,230838.454,454427.201,0.968,9.6,0.230,5.6,6.8,6.1,24.2,89.8,9663
1915,230784.140,454416.994,0.745,3.8,1.243,1.9,1.9,2.1,2.7,5.2,9410
1916,230761.714,454402.666,0.896,19.7,0.494,5.8,7.0,5.9,26.1,140.2,9350
1917,230764.940,454553.661,0.851,19.9,0.698,9.6,8.7,11.3,72.4,524.7,9686
1918,230775.688,454513.718,0.851,28.4,0.685,9.8,9.9,10.6,75.1,763.5,9710
1919,230836.333,454386.822,0.855,23.3,0.493,8.2,8.0,8.4,52.7,454.2,9320
1920,230809.596,454399.544,1.066,5.4,0.199,1.8,1.4,3.2,2.5,1.8,9636
1921,230823.241,454481.977,0.869,26.8,0.549,6.5,6.7,6.6,32.9,265.4,9803
1922,230784.917,454418.449,0.856,5.8,0.945,2.4,2.0,2.6,4.5,11.4,9665
1923,230783.800,454416.685,1.200,8.0,0.994,2.2,2.1,2.7,3.8,11.2,9622
1924,230798.863,454565.311,0.923,23.4,0.524,8.5,7.6,9.1,56.8,441.8,9677
1925,230800.976,454409.777,0.936,3.5,0.885,2.1,2.4,2.5,3.5,6.6,9425
1926,230782.804,454415.502,0.848,4.9,1.521,2.4,2.8,2.3,4.5,10.4,9412
1927,230821.776,454505.993,0.848,26.7,0.634,10.7,10.0,13.1,89.2,725.8,9690
1928,230803.879,454570.058,0.850,22.0,0.470,6.5,6.5,7.6,33.1,246.3,9717
1929,230799.471,454379.189,0.853,22.5,0.534,8.3,7.8,10.0,53.7,353.8,9335
1930,230766.245,454385.534,1.131,10.6,0.262,5.1,5.4,6.2,20.2,75.2,9654
1931,230828.902,454522.720,0.868,16.0,0.415,6.8,7.1,6.8,36.1,212.7,9811
1932,230842.571,454518.630,0.852,25.9,0.658,8.5,8.5,9.5,57.1,397.5,9682
1933,230800.427,454409.961,0.929,4.3,0.562,1.7,1.9,1.9,2.2,4.3,9635
1934,230783.783,454568.708,0.858,28.5,0.575,7.2,6.7,8.3,40.9,380.5,9738
1935,230760.200,454427.928,0.857,24.0,0.511,8.4,8.1,10.1,55.6,487.0,9561
1936,230789.569,454462.204,0.873,12.7,0.251,5.0,4.8,5.2,19.6,113.3,9571
1937,230750.393,454574.772,0.838,22.4,0.615,8.7,7.8,10.0,59.3,493.7,9692
1938,230838.329,454523.873,0.835,27.6,0.644,8.9,8.6,9.7,62.0,520.3,9724
1939,230798.559,454427.476,0.860,14.1,0.236,6.5,7.0,8.1,32.7,140.7,9363
1940,230830.987,454536.490,0.755,3.9,0.958,2.3,2.8,2.2,4.2,8.9,9681
1941,230805.921,454561.876,0.898,20.7,0.478,6.9,7.2,7.4,37.3,269.3,9813
1942,230759.291,454551.020,0.859,22.6,0.646,9.6,9.4,11.1,72.8,595.1,9695
1943,230837.484,454432.199,0.832,3.0,1.703,2.7,2.6,3.2,5.9,10.5,9650
1944,230762.772,454531.479,0.859,24.2,0.589,7.1,7.5,6.9,39.1,336.6,9763
1945,230746.565,454437.702,0.615,9.2,0.450,11.4,11.7,11.9,102.6,171.3,9606
1946,230822.560,454427.550,0.832,6.4,0.092,6.3,6.0,6.8,31.0,100.0,9642
1947,230784.686,454551.884,0.858,27.8,0.597,7.4,7.1,7.9,43.4,299.5,9728
1948,230793.513,454495.367,0.869,25.1,0.652,8.5,7.9,10.1,57.2,539.5,9740
1949,230754.230,454464.215,0.858,16.3,0.235,4.2,4.3,4.3,14.0,91.8,9373
1950,230789.609,454491.470,0.844,13.3,0.710,8.2,9.7,8.2,53.1,330.9,9691
1951,230747.540,454515.539,0.844,21.5,0.434,7.4,6.7,9.3,42.7,294.9,9822
1952,230768.905,454504.020,0.828,25.3,0.813,8.6,8.3,9.5,58.4,576.7,9697
1953,230841.103,454543.812,0.851,27.0,0.678,8.3,7.6,9.8,54.1,453.8,9679
1954,230839.358,454559.435,0.902,21.9,0.553,8.9,8.4,9.1,62.4,520.3,9771
1955,230812.878,454511.830,0.864,26.1,0.646,8.7,9.0,7.9,59.4,539.3,9688
1956,230784.864,454417.278,1.171,4.1,0.093,1.8,1.4,2.4,2.6,5.1,9657
1957,230781.189,454531.913,0.858,7.5,0.483,1.9,1.4,2.9,2.7,7.0,9751
1958,230838.925,454567.586,0.839,25.2,0.514,6.4,6.0,7.0,32.1,232.0,9749
1959,230801.284,454410.974,0.856,7.8,0.655,5.0,5.8,5.2,19.6,55.1,9631
1960,230816.780,454575.918,0.842,24.7,0.526,7.4,7.2,7.5,42.7,330.0,9725
1961,230801.899,454530.673,0.852,24.8,0.404,6.0,5.6,6.7,27.8,172.9,9829
1962,230844.911,454541.075,0.858,26.4,0.566,7.7,8.3,7.9,46.1,512.1,9715
1963,230774.446,454533.073,0.850,24.7,0.465,6.2,6.7,6.0,30.6,212.0,9721
1964,230828.520,454487.727,0.872,24.4,0.584,7.5,7.0,7.8,44.5,301.2,9779
1965,230829.793,454526.896,0.561,7.4,0.104,3.7,4.3,3.4,10.7,32.5,9701
1966,230772.918,454524.064,1.305,14.4,0.070,6.4,6.0,7.2,31.9,167.3,9676
1967,230817.861,454539.332,0.860,27.4,0.556,6.4,6.3,6.9,32.6,236.5,9764
1968,230828.008,454566.017,0.846,25.1,0.590,8.1,8.9,8.2,51.3,386.3,9755
1969,230823.701,454427.531,0.860,8.1,0.327,4.9,5.7,4.9,19.1,56.1,9634
1970,230802.864,454526.183,0.866,25.5,0.546,9.2,11.3,11.1,66.7,392.6,9736
1971,230759.178,454505.820,0.882,11.3,0.333,5.2,5.3,5.3,20.9,124.5,9839
1972,230798.214,454531.561,0.834,26.2,0.554,6.8,6.2,6.8,36.6,275.3,9737
1973,230833.022,454494.372,0.843,21.8,0.539,7.6,7.6,8.3,44.8,330.1,9742
1974,230817.887,454532.932,0.852,25.6,0.506,7.2,6.8,8.0,41.0,354.6,9780
1975,230762.587,454565.237,0.900,21.5,0.625,9.2,8.5,9.6,66.5,525.2,9706
1976,230826.335,454538.920,0.853,25.8,0.657,7.8,8.2,9.3,48.1,340.9,9678
1977,230756.781,454525.736,0.915,26.4,0.479,6.1,6.9,6.2,29.4,208.0,9770
1978,230785.838,454560.865,0.846,22.7,0.515,6.9,8.3,7.1,37.8,314.1,9793
1979,230784.060,454418.218,0.858,8.3,0.274,5.6,6.5,5.9,24.7,96.3,9667
1980,230836.143,454486.073,0.867,22.2,0.584,7.6,8.3,7.8,45.4,319.2,9747
1981,230770.200,454574.592,0.404,16.3,0.115,6.1,7.2,6.1,28.8,150.6,9982
1982,230801.508,454504.541,0.858,21.9,0.573,7.5,6.8,7.8,44.7,355.8,9756
1983,230785.215,454540.242,0.827,24.2,0.516,7.0,6.9,8.1,38.0,334.8,9765
1984,230788.273,454530.186,0.856,22.9,0.497,6.8,6.5,7.7,36.7,282.1,9787
1985,230791.948,454554.305,0.857,22.3,0.452,6.8,6.8,7.1,36.2,261.4,9718
1986,230785.090,454558.655,0.849,24.5,0.498,7.3,7.4,7.2,41.3,304.3,9699
1987,230810.826,454529.912,0.858,25.8,0.468,5.3,5.3,6.0,22.4,166.9,9777
1988,230759.146,454572.649,0.845,16.7,0.358,6.8,6.4,8.3,36.7,178.7,9800
1989,230769.381,454519.513,0.869,27.8,0.665,9.6,8.5,11.7,71.6,657.4,9674
1990,230815.761,454547.660,0.862,25.6,0.526,6.5,6.1,7.2,33.4,257.5,9748
1991,230793.091,454573.141,0.605,22.4,0.443,5.4,4.9,6.4,22.7,208.6,9984
1992,230803.192,454547.727,0.852,23.5,0.469,6.4,5.8,7.5,32.0,168.3,9766
1993,230798.711,454534.073,0.859,25.2,0.516,6.9,6.6,7.9,37.4,237.5,9791
1994,230808.472,454544.521,0.864,21.5,0.459,6.2,6.0,6.7,30.6,221.2,9812
1995,230805.420,454485.190,0.856,24.6,0.615,7.4,7.0,8.5,43.1,325.4,9731
1996,230788.429,454536.120,0.853,23.3,0.584,7.0,7.1,7.1,38.7,336.6,9723
1997,230744.743,454514.111,0.843,22.3,0.354,5.1,4.8,5.7,20.4,156.4,9841
1998,230818.428,454565.716,0.853,22.0,0.458,7.0,6.2,8.0,39.0,255.0,9804
1999,230751.859,454486.427,0.872,29.6,0.751,10.3,9.6,11.5,83.3,822.9,9689
2000,230843.335,454571.754,0.850,27.2,0.608,9.3,8.3,10.8,67.4,570.1,9757
2001,230829.233,454532.416,0.867,24.4,0.871,8.3,7.9,9.2,54.7,461.9,9987
2002,230775.405,454538.177,0.852,26.7,0.559,7.7,7.8,8.3,47.1,346.2,9769
2003,230785.904,454486.981,0.873,23.9,0.532,9.2,8.9,10.0,66.5,588.1,9796
2004,230835.388,454526.002,0.867,15.6,0.278,4.2,4.2,4.5,13.9,73.8,9851
2005,230784.194,454497.879,0.850,21.3,0.583,8.8,9.3,9.4,61.1,562.1,9733
2006,230840.869,454580.573,0.868,25.7,0.653,8.2,7.5,9.0,52.7,549.1,9744
2007,230829.251,454528.542,0.854,7.5,0.216,2.7,3.2,2.8,5.9,16.7,9860
2008,230796.778,454546.992,0.840,21.2,0.432,5.8,5.3,6.7,26.4,164.4,9808
2009,230832.794,454574.543,0.850,25.4,0.580,7.5,7.0,8.1,44.5,305.2,9694
2010,230764.034,454528.190,0.878,25.3,0.502,6.7,6.5,7.3,35.2,252.8,9760
2011,230841.483,454492.653,0.884,20.3,0.471,6.6,6.0,7.4,34.4,247.6,9991
2012,230824.060,454543.748,0.883,23.6,0.432,4.8,4.7,5.3,18.3,120.3,9798
2013,230834.976,454569.514,0.848,26.3,0.443,5.6,5.5,6.8,25.0,170.4,9799
2014,230756.302,454507.400,0.844,13.5,0.325,5.6,5.5,6.5,24.8,160.2,9862
2015,230812.367,454564.819,0.907,23.1,0.593,9.3,8.3,10.7,68.1,482.7,9734
2016,230826.363,454559.363,0.975,24.4,0.457,8.2,8.1,8.6,53.3,349.5,9753
2017,230769.921,454522.172,0.847,13.7,0.242,11.5,13.7,11.7,104.1,552.4,9985
2018,230827.392,454525.813,0.885,10.3,0.248,6.2,4.8,10.1,30.5,117.6,10006
2019,230755.963,454528.453,0.863,25.5,0.594,8.0,8.4,8.3,50.8,442.0,9735
2020,230830.799,454499.636,0.845,21.0,0.623,9.6,9.9,9.9,72.1,523.4,9761
2021,230812.835,454508.050,0.882,21.2,0.495,7.9,8.3,7.3,49.1,409.4,10001
2022,230773.329,454530.080,0.860,21.8,0.489,6.5,6.7,6.2,33.0,232.1,9806
2023,230820.078,454486.147,0.887,24.2,0.561,6.2,5.1,7.9,30.6,220.0,9809
2024,230830.721,454533.129,0.756,3.3,0.356,2.0,2.2,2.3,3.3,4.0,9999
2025,230836.983,454529.425,0.880,11.4,0.250,3.8,3.7,4.0,11.1,51.9,9877
2026,230821.911,454486.047,0.857,24.6,0.503,6.8,6.4,7.8,36.5,297.2,9805
2027,230796.484,454518.722,0.655,28.2,0.132,10.9,10.5,12.6,93.2,740.8,10045
2028,230798.779,454930.688,0.835,23.9,0.583,6.3,5.5,7.6,31.7,222.9,10202
2029,230746.349,454554.530,0.856,22.3,0.524,6.9,6.8,7.9,37.0,257.9,9741
2030,230789.455,454505.393,0.838,22.4,0.517,8.0,6.8,10.2,49.9,398.4,9773
2031,230768.662,454525.857,0.910,4.1,0.400,4.3,6.3,3.7,14.8,31.7,10020
2032,230828.634,454525.307,0.870,9.2,0.490,4.0,4.7,4.3,12.8,54.2,9996
2033,230819.948,454572.866,0.857,23.6,0.436,7.3,7.0,8.2,42.1,268.5,9825
2034,230769.042,454525.055,1.115,3.7,0.103,0.8,1.0,0.8,0.5,0.7,10058
2035,230776.477,454575.916,0.885,15.0,0.245,5.9,6.2,6.9,27.0,130.1,9886
2036,230834.576,454524.278,0.881,12.9,0.234,3.7,3.7,4.0,10.5,58.3,9847
2037,230840.867,454580.677,0.793,4.9,0.519,0.8,1.1,0.5,0.4,1.1,10118
2038,230776.513,454916.676,0.865,27.1,0.465,10.4,8.6,14.4,85.6,553.0,10217
2039,230810.167,454503.579,0.857,27.4,0.571,8.4,7.9,11.1,55.6,478.1,9762
2040,230793.416,454551.962,0.868,27.1,0.508,6.7,6.6,6.5,34.7,228.8,9775
2041,230796.976,454518.050,0.896,13.7,0.674,6.3,6.8,7.3,31.4,77.8,10052
2042,230804.263,454588.936,0.857,22.3,0.626,8.7,8.8,9.4,59.3,462.0,10094
2043,230787.918,454580.695,0.885,7.0,0.541,3.0,3.8,3.2,7.0,15.6,9844
2044,230763.690,454586.131,0.877,22.9,0.504,7.1,6.3,8.4,39.3,225.3,10079
2045,230822.016,454552.066,0.850,25.0,0.708,10.0,9.3,11.4,78.9,916.5,9989
2046,230818.996,454516.580,0.867,9.8,0.218,5.6,5.6,6.0,25.0,92.5,9857
2047,230800.817,454950.807,0.837,26.8,0.739,9.5,9.6,9.5,71.5,610.2,10170
2048,230772.394,454984.214,0.843,23.4,0.617,8.9,9.2,8.5,62.3,438.5,10221
2049,230764.108,454545.214,0.859,10.6,0.300,4.2,4.7,4.2,13.8,71.2,9781
2050,230749.622,454534.813,0.867,13.0,0.302,5.5,5.5,5.6,23.4,129.9,9782
2051,230773.357,454524.795,1.346,8.0,0.128,3.4,4.5,2.9,8.9,24.4,10062
2052,230833.119,454584.694,0.836,26.1,0.545,5.8,5.9,6.6,26.3,176.0,10099
2053,230828.947,454504.376,0.851,10.5,0.194,3.5,3.6,3.6,9.5,36.4,9879
2054,230826.046,454974.776,0.869,23.9,0.570,7.2,7.0,7.7,41.1,329.9,10186
2055,230790.595,454542.135,0.862,23.8,0.555,7.4,6.2,8.9,43.4,324.6,9997
2056,230751.059,454512.269,0.843,11.6,0.282,4.5,4.5,4.8,15.8,68.2,9863
2057,230816.268,454976.785,0.871,24.6,0.680,8.1,7.6,8.8,51.4,429.0,10175
2058,230785.018,454957.045,0.877,25.9,0.492,7.3,6.6,8.1,41.3,294.1,10250
2059,230816.796,454552.767,0.840,20.3,0.409,5.8,5.4,6.5,26.8,170.2,9823
2060,230768.701,454558.759,0.852,10.8,0.219,4.2,4.4,4.9,13.7,54.8,9784
2061,230835.133,454594.466,0.845,14.2,0.242,4.9,5.1,5.4,18.9,90.5,10121
2062,230844.622,454587.007,0.816,21.4,0.535,7.9,8.1,7.8,48.9,366.0,10100
2063,230806.154,454550.776,0.874,25.8,0.586,7.7,7.1,8.7,46.3,365.8,9995
2064,230840.481,454940.414,0.820,11.4,0.843,6.7,7.3,7.8,34.9,189.8,10188
2065,230806.783,454537.489,0.402,23.3,0.382,6.4,6.2,7.0,32.0,195.6,10024
2066,230827.688,454528.276,0.867,9.9,0.736,3.8,4.2,3.8,11.2,38.1,9994
2067,230833.960,454918.407,0.859,20.0,0.495,7.2,6.7,8.5,40.4,330.4,10208
2068,230766.055,454945.546,0.855,20.5,0.607,7.7,8.3,8.5,46.9,333.2,10254
2069,230829.212,454527.203,0.837,8.8,0.191,2.9,3.2,3.0,6.7,19.0,10012
2070,230827.219,454526.679,0.860,6.3,0.414,3.5,4.9,3.4,9.8,23.1,10008
2071,230772.650,454966.929,0.930,27.4,0.515,6.6,5.9,7.2,34.2,240.2,10177
2072,230818.427,454582.130,0.862,24.0,0.524,7.3,7.2,8.2,41.9,297.2,10109
2073,230777.963,454560.736,0.859,12.4,0.494,4.5,4.4,4.9,15.9,85.1,10021
2074,230765.031,454915.081,0.907,26.6,0.593,5.6,5.7,5.8,24.8,159.1,10197
2075,230757.761,454583.828,0.838,18.7,0.540,7.1,7.0,7.2,39.7,228.8,10083
2076,230769.113,454521.180,0.681,4.4,0.523,1.8,2.2,1.7,2.5,5.0,10041
2077,230753.492,454960.583,0.890,25.6,0.655,10.2,9.7,13.5,81.0,869.4,10218
2078,230833.739,454966.854,0.903,18.9,0.417,7.1,7.9,7.3,39.1,195.7,10341
2079,230773.137,454525.810,1.170,4.0,0.084,3.0,3.7,2.8,7.1,12.6,10053
2080,230791.289,454574.477,0.438,9.6,0.342,5.0,6.3,4.7,19.5,76.0,10033
2081,230821.609,454969.678,0.846,27.5,0.779,9.2,9.0,10.2,66.6,698.2,10187
2082,230762.841,454588.050,0.853,21.3,0.613,7.6,7.6,7.6,45.0,341.1,10151
2083,230833.244,454535.156,0.798,5.0,0.711,2.8,3.6,2.6,6.2,8.8,10055
2084,230827.675,454923.050,0.844,27.2,0.680,9.5,9.4,10.5,71.0,708.8,10203
2085,230811.922,454583.202,0.859,25.4,0.529,6.6,6.6,6.8,34.4,212.2,10093
2086,230807.966,454581.135,0.858,26.9,0.522,7.1,6.8,7.7,39.7,307.4,10095
2087,230759.740,454918.744,0.858,24.0,0.575,7.5,6.8,8.3,44.2,347.2,10241
2088,230811.376,454926.790,0.854,12.2,0.316,4.9,5.2,5.3,19.0,107.1,10351
2089,230833.538,454538.142,0.803,8.0,1.916,4.1,4.1,5.0,13.0,31.3,10057
2090,230745.866,454583.041,0.857,21.4,0.608,8.1,6.9,9.7,51.5,326.6,10084
2091,230801.310,454956.491,0.860,25.4,0.457,5.8,5.8,5.9,26.1,166.9,10191
2092,230828.930,454912.465,0.898,20.7,0.417,5.2,5.6,5.6,20.9,180.7,10182
2093,230764.285,454595.697,0.826,19.6,0.488,6.2,6.1,6.6,29.8,201.4,10089
2094,230844.621,454963.119,0.857,22.0,0.448,6.7,7.4,7.2,35.1,263.0,10309
2095,230828.595,454585.607,0.843,22.7,0.472,7.0,7.0,7.1,38.6,264.2,10098
2096,230827.279,454593.404,0.831,26.6,0.634,9.1,8.5,10.3,65.7,627.4,10097
2097,230768.385,454949.248,0.858,24.6,0.501,5.8,5.3,6.7,26.6,204.2,10251
2098,230843.917,454925.354,0.870,20.7,0.350,5.9,5.6,6.6,27.0,170.4,10361
2099,230831.159,454524.173,0.334,6.4,0.935,3.3,3.7,3.5,8.6,24.2,10063
